İlan_Numarası,İlan_Güncelleme_Tarihi,Kategorisi,Brüt_Metrekare,Binanın_Yaşı,Binanın_Kat_Sayısı,Kullanım_Durumu,Yatırıma_Uygunluk,Eşya_Durumu,Banyo_Sayısı,İlan_Oluşturma_Tarihi,Türü,Net_Metrekare,Oda_Sayısı,Bulunduğu_Kat,Isıtma_Tipi,Krediye_Uygunluk,Site_İçerisinde,Takas,Fiyat_Durumu,Fiyatı,İl,İlçe,Mahalle,yaka,Yaşam_endeksi,Nüfus,Bina_Yasi_Sayi,Oda_Sayi_Num,Aykiri_Fiyat,mahalle_lat,mahalle_lon,rayli_mesafe_km,mesafe_band
1363,17 Ocak 2022,Satılık,100,5-10,5,Kiracı Oturuyor,Bilinmiyor,Yok,2,17 Ocak 2022,Konut,90,2+1,2. Kat,Doğalgaz,KREDIYE UYGUN,Hayır,Var,Genel Fiyat,765000,İstanbul,Avcılar,Ambarlı Mahallesi,Avrupa Yakası,-0.161,457.981,7,3.0,0,40.9737318,28.7141652,5.200923755099389,5km+
1399,22 Ocak 2022,Satılık,125,0 (Yeni),4,Boş,Bilinmiyor,Yok,1,17 Ocak 2022,Konut,110,3+1,Bahçe Katı,Doğalgaz,KREDIYE UYGUN,Hayır,Var,Genel Fiyat,1050000,İstanbul,Avcılar,Cihangir Mahallesi,Avrupa Yakası,-0.161,457.981,0,4.0,0,40.9873293,28.7097252,5.307807745344781,5km+
1346,24 Ocak 2022,Satılık,105,0 (Yeni),5,Boş,Bilinmiyor,Yok,1,16 Ocak 2022,Konut,95,2+1,1. Kat,Doğalgaz,KREDIYE UYGUN,Hayır,Var,Genel Fiyat,622000,İstanbul,Avcılar,Tahtakale Mahallesi,Avrupa Yakası,-0.161,457.981,0,3.0,0,41.0585293,28.728009,4.029001111238199,3-5km
1298,15 Ocak 2022,Satılık,80,5-10,16,Boş,Bilinmiyor,Yok,1,15 Ocak 2022,Konut,74,1+1,8. Kat,Doğalgaz,KREDIYE UYGUN,Hayır,Var,Genel Fiyat,1090000,İstanbul,Avcılar,Tahtakale Mahallesi,Avrupa Yakası,-0.161,457.981,7,2.0,0,41.0585293,28.728009,4.029001111238199,3-5km
1299,15 Ocak 2022,Satılık,66,5-10,16,Kiracı Oturuyor,Bilinmiyor,Yok,1,15 Ocak 2022,Konut,51,1+1,6. Kat,Doğalgaz,Krediye Uygun Değil,Hayır,Var,Genel Fiyat,850000,İstanbul,Avcılar,Mustafa Kemal Paşa Mahallesi,Avrupa Yakası,-0.161,457.981,7,2.0,0,41.0017915,28.7060425,5.369016192617711,5km+
1293,01 Şubat 2022,Satılık,120,2,6,Boş,Bilinmiyor,Yok,2,14 Ocak 2022,Konut,110,2+1,3. Kat,Doğalgaz,KREDIYE UYGUN,Hayır,Var,Genel Fiyat,500000,İstanbul,Avcılar,Denizköşkler Mahallesi,Avrupa Yakası,-0.161,457.981,2,3.0,0,40.9764683,28.7330024,3.610714330674675,3-5km
1310,03 Şubat 2022,Satılık,90,21 Ve Üzeri,4,Kiracı Oturuyor,Bilinmiyor,Yok,1,15 Ocak 2022,Konut,85,2+1,Düz Giriş,Doğalgaz,KREDIYE UYGUN,Hayır,Var,Genel Fiyat,420000,İstanbul,Avcılar,Gümüşpala Mahallesi,Avrupa Yakası,-0.161,457.981,25,3.0,0,40.98106,28.7357032,3.234132513941089,3-5km
1266,05 Şubat 2022,Satılık,1001,2,4,Boş,Bilinmiyor,Yok,Yok,14 Ocak 2022,Konut,1000,8+ Oda,Düz Giriş,Doğalgaz,KREDIYE UYGUN,Hayır,Var,Genel Fiyat,15300000,İstanbul,Avcılar,Ambarlı Mahallesi,Avrupa Yakası,-0.161,457.981,2,,0,40.9737318,28.7141652,5.200923755099389,5km+
1227,13 Ocak 2022,Satılık,180,5-10,4,Mülk Sahibi Oturuyor,Bilinmiyor,Yok,2,12 Ocak 2022,Konut,175,3+2,4. Kat,Doğalgaz,KREDIYE UYGUN,Hayır,Var,Genel Fiyat,1450000,İstanbul,Avcılar,Ambarlı Mahallesi,Avrupa Yakası,-0.161,457.981,7,5.0,0,40.9737318,28.7141652,5.200923755099389,5km+
1226,13 Ocak 2022,Satılık,200,0 (Yeni),5,Boş,Bilinmiyor,Yok,2,12 Ocak 2022,Konut,180,4+2,1. Kat,Doğalgaz,KREDIYE UYGUN,Hayır,Var,Genel Fiyat,1650000,İstanbul,Avcılar,Merkez Mahallesi,Avrupa Yakası,-0.161,457.981,0,6.0,0,40.9818362,28.7223189,4.3138483875800855,3-5km
1225,13 Ocak 2022,Satılık,125,0 (Yeni),5,Boş,Bilinmiyor,Yok,1,12 Ocak 2022,Konut,120,3+1,3. Kat,Doğalgaz,KREDIYE UYGUN,Hayır,Var,Genel Fiyat,1450000,İstanbul,Avcılar,Gümüşpala Mahallesi,Avrupa Yakası,-0.161,457.981,0,4.0,0,40.98106,28.7357032,3.234132513941089,3-5km
1224,13 Ocak 2022,Satılık,130,5-10,4,Kiracı Oturuyor,Bilinmiyor,Yok,2,12 Ocak 2022,Konut,120,3+1,Bahçe Katı,Doğalgaz,KREDIYE UYGUN,Hayır,Var,Genel Fiyat,675000,İstanbul,Avcılar,Üniversite Mahallesi,Avrupa Yakası,-0.161,457.981,7,4.0,0,40.9887898,28.721652,4.305119856779539,3-5km
1223,13 Ocak 2022,Satılık,170,11-15,4,Mülk Sahibi Oturuyor,Bilinmiyor,Yok,2,12 Ocak 2022,Konut,155,3+1,2. Kat,Doğalgaz,KREDIYE UYGUN,Hayır,Var,Genel Fiyat,1250000,İstanbul,Avcılar,Denizköşkler Mahallesi,Avrupa Yakası,-0.161,457.981,13,4.0,0,40.9764683,28.7330024,3.610714330674675,3-5km
1220,13 Ocak 2022,Satılık,100,21 Ve Üzeri,4,Boş,Bilinmiyor,Var,1,12 Ocak 2022,Konut,90,2+1,4. Kat,Doğalgaz,KREDIYE UYGUN,Hayır,Var,Genel Fiyat,800000,İstanbul,Avcılar,Merkez Mahallesi,Avrupa Yakası,-0.161,457.981,25,3.0,0,40.9818362,28.7223189,4.3138483875800855,3-5km
1221,13 Ocak 2022,Satılık,100,0 (Yeni),5,Boş,Bilinmiyor,Yok,2,12 Ocak 2022,Konut,90,2+1,2. Kat,Doğalgaz,KREDIYE UYGUN,Hayır,Var,Genel Fiyat,900000,İstanbul,Avcılar,Denizköşkler Mahallesi,Avrupa Yakası,-0.161,457.981,0,3.0,0,40.9764683,28.7330024,3.610714330674675,3-5km
1222,13 Ocak 2022,Satılık,175,5-10,5,Mülk Sahibi Oturuyor,Bilinmiyor,Yok,2,12 Ocak 2022,Konut,160,3+1,2. Kat,Doğalgaz,KREDIYE UYGUN,Hayır,Var,Genel Fiyat,1800000,İstanbul,Avcılar,Merkez Mahallesi,Avrupa Yakası,-0.161,457.981,7,4.0,0,40.9818362,28.7223189,4.3138483875800855,3-5km
1217,13 Ocak 2022,Satılık,120,0 (Yeni),5,Boş,Bilinmiyor,Yok,2,12 Ocak 2022,Konut,110,3+1,2. Kat,Doğalgaz,KREDIYE UYGUN,Hayır,Var,Genel Fiyat,1350000,İstanbul,Avcılar,Merkez Mahallesi,Avrupa Yakası,-0.161,457.981,0,4.0,0,40.9818362,28.7223189,4.3138483875800855,3-5km
1229,13 Ocak 2022,Satılık,120,0 (Yeni),5,Boş,Bilinmiyor,Yok,2,12 Ocak 2022,Konut,110,3+1,2. Kat,Doğalgaz,Krediye Uygun Değil,Hayır,Var,Genel Fiyat,1250000,İstanbul,Avcılar,Denizköşkler Mahallesi,Avrupa Yakası,-0.161,457.981,0,4.0,0,40.9764683,28.7330024,3.610714330674675,3-5km
1228,13 Ocak 2022,Satılık,120,21 Ve Üzeri,4,Boş,Bilinmiyor,Yok,1,12 Ocak 2022,Konut,110,3+1,1. Kat,Doğalgaz,KREDIYE UYGUN,Hayır,Var,Genel Fiyat,720000,İstanbul,Avcılar,Merkez Mahallesi,Avrupa Yakası,-0.161,457.981,25,4.0,0,40.9818362,28.7223189,4.3138483875800855,3-5km
1041,10 Ocak 2022,Satılık,147,2,30,Boş,Bilinmiyor,Yok,1,10 Ocak 2022,Konut,137,2+1,1. Kat,Doğalgaz,KREDIYE UYGUN,Hayır,Var,Genel Fiyat,1850000,İstanbul,Avcılar,Tahtakale Mahallesi,Avrupa Yakası,-0.161,457.981,2,3.0,0,41.0585293,28.728009,4.029001111238199,3-5km
1040,10 Ocak 2022,Satılık,280,2,30,Boş,Bilinmiyor,Yok,2,10 Ocak 2022,Konut,260,3+1,1. Kat,Doğalgaz,KREDIYE UYGUN,Hayır,Var,Genel Fiyat,2750000,İstanbul,Avcılar,Mustafa Kemal Paşa Mahallesi,Avrupa Yakası,-0.161,457.981,2,4.0,0,41.0017915,28.7060425,5.369016192617711,5km+
1027,25 Ocak 2022,Satılık,125,21 Ve Üzeri,6,Mülk Sahibi Oturuyor,Bilinmiyor,Yok,1,09 Ocak 2022,Konut,120,3+1,1. Kat,Doğalgaz,KREDIYE UYGUN,Hayır,Var,Genel Fiyat,750000,İstanbul,Avcılar,Üniversite Mahallesi,Avrupa Yakası,-0.161,457.981,25,4.0,0,40.9887898,28.721652,4.305119856779539,3-5km
1059,07 Şubat 2022,Satılık,230,0 (Yeni),5,Boş,Hayır,Var,2,10 Ocak 2022,Konut,210,6+2,Çatı Dubleks,Doğalgaz,KREDIYE UYGUN,Hayır,Var,Genel Fiyat,1650000,İstanbul,Avcılar,Merkez Mahallesi,Avrupa Yakası,-0.161,457.981,0,8.0,0,40.9818362,28.7223189,4.3138483875800855,3-5km
1009,09 Ocak 2022,Satılık,100,5-10,4,Boş,Bilinmiyor,Yok,1,09 Ocak 2022,Konut,85,2+1,Yüksek Giriş,Doğalgaz,KREDIYE UYGUN,Hayır,Var,Genel Fiyat,730000,İstanbul,Avcılar,Tahtakale Mahallesi,Avrupa Yakası,-0.161,457.981,7,3.0,0,41.0585293,28.728009,4.029001111238199,3-5km
1008,13 Ocak 2022,Satılık,100,0 (Yeni),4,Mülk Sahibi Oturuyor,Bilinmiyor,Yok,1,09 Ocak 2022,Konut,85,2+1,4. Kat,Doğalgaz,KREDIYE UYGUN,Hayır,Var,Genel Fiyat,990000,İstanbul,Avcılar,Merkez Mahallesi,Avrupa Yakası,-0.161,457.981,0,3.0,0,40.9818362,28.7223189,4.3138483875800855,3-5km
968,31 Ocak 2022,Satılık,105,0 (Yeni),5,Boş,Bilinmiyor,Yok,2,08 Ocak 2022,Konut,95,2+1,Yüksek Giriş,Doğalgaz,KREDIYE UYGUN,Hayır,Var,Genel Fiyat,720000,İstanbul,Avcılar,Denizköşkler Mahallesi,Avrupa Yakası,-0.161,457.981,0,3.0,0,40.9764683,28.7330024,3.610714330674675,3-5km
957,08 Ocak 2022,Satılık,70,5-10,5,Mülk Sahibi Oturuyor,Bilinmiyor,Yok,1,08 Ocak 2022,Konut,60,2+1,Yüksek Giriş,Doğalgaz,KREDIYE UYGUN,Hayır,Var,Genel Fiyat,835000,İstanbul,Avcılar,Yeşilkent Mahallesi,Avrupa Yakası,-0.161,457.981,7,3.0,0,41.031415,28.7023797,5.579139416451951,5km+
932,07 Ocak 2022,Satılık,70,3,30,Kiracı Oturuyor,Bilinmiyor,Yok,1,07 Ocak 2022,Konut,50,1+1,19. Kat,Doğalgaz,KREDIYE UYGUN,Hayır,Var,Genel Fiyat,965000,İstanbul,Avcılar,Tahtakale Mahallesi,Avrupa Yakası,-0.161,457.981,3,2.0,0,41.0585293,28.728009,4.029001111238199,3-5km
927,07 Ocak 2022,Satılık,152,5-10,17,Kiracı Oturuyor,Bilinmiyor,Yok,2,07 Ocak 2022,Konut,140,3+1,7. Kat,Doğalgaz,KREDIYE UYGUN,Hayır,Var,Genel Fiyat,1650000,İstanbul,Avcılar,Denizköşkler Mahallesi,Avrupa Yakası,-0.161,457.981,7,4.0,0,40.9764683,28.7330024,3.610714330674675,3-5km
933,07 Ocak 2022,Satılık,70,3,30,Kiracı Oturuyor,Bilinmiyor,Yok,1,07 Ocak 2022,Konut,50,1+1,8. Kat,Doğalgaz,KREDIYE UYGUN,Hayır,Var,Genel Fiyat,920000,İstanbul,Avcılar,Mustafa Kemal Paşa Mahallesi,Avrupa Yakası,-0.161,457.981,3,2.0,0,41.0017915,28.7060425,5.369016192617711,5km+
914,31 Ocak 2022,Satılık,130,4,15,Mülk Sahibi Oturuyor,Bilinmiyor,Yok,2,06 Ocak 2022,Konut,105,2+1,4. Kat,Doğalgaz,KREDIYE UYGUN,Hayır,Var,Genel Fiyat,1950000,İstanbul,Avcılar,Merkez Mahallesi,Avrupa Yakası,-0.161,457.981,4,3.0,0,40.9818362,28.7223189,4.3138483875800855,3-5km
896,06 Ocak 2022,Satılık,126,0 (Yeni),6,Boş,Bilinmiyor,Yok,1,06 Ocak 2022,Konut,116,3+1,3. Kat,Doğalgaz,KREDIYE UYGUN,Hayır,Var,Genel Fiyat,1360000,İstanbul,Avcılar,Cihangir Mahallesi,Avrupa Yakası,-0.161,457.981,0,4.0,0,40.9873293,28.7097252,5.307807745344781,5km+
897,07 Ocak 2022,Satılık,80,3,5,Kiracı Oturuyor,Bilinmiyor,Yok,1,06 Ocak 2022,Konut,70,1.5+1,Çatı Katı,Doğalgaz,KREDIYE UYGUN,Hayır,Var,Genel Fiyat,599000,İstanbul,Avcılar,Merkez Mahallesi,Avrupa Yakası,-0.161,457.981,3,,0,40.9818362,28.7223189,4.3138483875800855,3-5km
895,06 Ocak 2022,Satılık,180,0 (Yeni),6,Boş,Bilinmiyor,Yok,2,06 Ocak 2022,Konut,160,4+2,5. Kat,Doğalgaz,KREDIYE UYGUN,Hayır,Var,Genel Fiyat,1800000,İstanbul,Avcılar,Mustafa Kemal Paşa Mahallesi,Avrupa Yakası,-0.161,457.981,0,6.0,0,41.0017915,28.7060425,5.369016192617711,5km+
883,05 Ocak 2022,Satılık,90,11-15,4,Kiracı Oturuyor,Hayır,Var,1,05 Ocak 2022,Konut,85,2+1,1. Kat,Doğalgaz,KREDIYE UYGUN,Hayır,Var,Genel Fiyat,700000,İstanbul,Avcılar,Denizköşkler Mahallesi,Avrupa Yakası,-0.161,457.981,13,3.0,0,40.9764683,28.7330024,3.610714330674675,3-5km
898,07 Ocak 2022,Satılık,230,0 (Yeni),5,Boş,Bilinmiyor,Yok,2,06 Ocak 2022,Konut,200,4+2,5. Kat,Doğalgaz,KREDIYE UYGUN,Hayır,Var,Genel Fiyat,2500000,İstanbul,Avcılar,Ambarlı Mahallesi,Avrupa Yakası,-0.161,457.981,0,6.0,0,40.9737318,28.7141652,5.200923755099389,5km+
899,21 Ocak 2022,Satılık,165,21 Ve Üzeri,4,Mülk Sahibi Oturuyor,Bilinmiyor,Yok,1,06 Ocak 2022,Konut,148,3+1,Düz Giriş,Doğalgaz,KREDIYE UYGUN,Hayır,Var,Genel Fiyat,490000,İstanbul,Avcılar,Cihangir Mahallesi,Avrupa Yakası,-0.161,457.981,25,4.0,0,40.9873293,28.7097252,5.307807745344781,5km+
876,07 Ocak 2022,Satılık,220,21 Ve Üzeri,4,Mülk Sahibi Oturuyor,Bilinmiyor,Yok,1,05 Ocak 2022,Konut,200,4+2,4. Kat,Doğalgaz,KREDIYE UYGUN,Hayır,Var,Genel Fiyat,1150000,İstanbul,Avcılar,Mustafa Kemal Paşa Mahallesi,Avrupa Yakası,-0.161,457.981,25,6.0,0,41.0017915,28.7060425,5.369016192617711,5km+
875,05 Ocak 2022,Satılık,120,0 (Yeni),4,Mülk Sahibi Oturuyor,Bilinmiyor,Yok,1,05 Ocak 2022,Konut,100,2+1,1. Kat,Doğalgaz,KREDIYE UYGUN,Hayır,Var,Genel Fiyat,989500,İstanbul,Avcılar,Ambarlı Mahallesi,Avrupa Yakası,-0.161,457.981,0,3.0,0,40.9737318,28.7141652,5.200923755099389,5km+
855,04 Ocak 2022,Satılık,200,5-10,12,Boş,Bilinmiyor,Yok,2,04 Ocak 2022,Konut,178,4+1,6. Kat,Doğalgaz,KREDIYE UYGUN,Hayır,Var,Genel Fiyat,2250000,İstanbul,Avcılar,Cihangir Mahallesi,Avrupa Yakası,-0.161,457.981,7,5.0,0,40.9873293,28.7097252,5.307807745344781,5km+
862,05 Ocak 2022,Satılık,120,3,24,Boş,Bilinmiyor,Yok,1,04 Ocak 2022,Konut,108,2+1,10. Kat,Doğalgaz,KREDIYE UYGUN,Hayır,Var,Genel Fiyat,1680000,İstanbul,Avcılar,Tahtakale Mahallesi,Avrupa Yakası,-0.161,457.981,3,3.0,0,41.0585293,28.728009,4.029001111238199,3-5km
863,05 Ocak 2022,Satılık,126,4,12,Kiracı Oturuyor,Bilinmiyor,Yok,1,04 Ocak 2022,Konut,116,2+1,8. Kat,Doğalgaz,KREDIYE UYGUN,Hayır,Var,Genel Fiyat,1470000,İstanbul,Avcılar,Ambarlı Mahallesi,Avrupa Yakası,-0.161,457.981,4,3.0,0,40.9737318,28.7141652,5.200923755099389,5km+
852,31 Ocak 2022,Satılık,105,1,5,Kiracı Oturuyor,Bilinmiyor,Yok,1,04 Ocak 2022,Konut,90,3+1,Bahçe Katı,Doğalgaz,KREDIYE UYGUN,Hayır,Var,Genel Fiyat,990000,İstanbul,Avcılar,Ambarlı Mahallesi,Avrupa Yakası,-0.161,457.981,1,4.0,0,40.9737318,28.7141652,5.200923755099389,5km+
851,31 Ocak 2022,Satılık,170,0 (Yeni),4,Boş,Bilinmiyor,Yok,2,04 Ocak 2022,Konut,160,4+1,4. Kat,Doğalgaz,KREDIYE UYGUN,Hayır,Var,Genel Fiyat,1500000,İstanbul,Avcılar,Cihangir Mahallesi,Avrupa Yakası,-0.161,457.981,0,5.0,0,40.9873293,28.7097252,5.307807745344781,5km+
824,03 Ocak 2022,Satılık,85,21 Ve Üzeri,4,Boş,Bilinmiyor,Yok,1,03 Ocak 2022,Konut,75,2+1,Düz Giriş,Doğalgaz,KREDIYE UYGUN,Hayır,Var,Genel Fiyat,530000,İstanbul,Avcılar,Cihangir Mahallesi,Avrupa Yakası,-0.161,457.981,25,3.0,0,40.9873293,28.7097252,5.307807745344781,5km+
823,03 Ocak 2022,Satılık,95,5-10,4,Mülk Sahibi Oturuyor,Bilinmiyor,Yok,1,03 Ocak 2022,Konut,75,2+1,Yüksek Giriş,Doğalgaz,KREDIYE UYGUN,Hayır,Var,Genel Fiyat,700000,İstanbul,Avcılar,Gümüşpala Mahallesi,Avrupa Yakası,-0.161,457.981,7,3.0,0,40.98106,28.7357032,3.234132513941089,3-5km
822,03 Ocak 2022,Satılık,85,21 Ve Üzeri,4,Mülk Sahibi Oturuyor,Bilinmiyor,Yok,1,03 Ocak 2022,Konut,70,2+1,Yüksek Giriş,Doğalgaz,KREDIYE UYGUN,Hayır,Var,Genel Fiyat,429500,İstanbul,Avcılar,Cihangir Mahallesi,Avrupa Yakası,-0.161,457.981,25,3.0,0,40.9873293,28.7097252,5.307807745344781,5km+
825,03 Ocak 2022,Satılık,120,21 Ve Üzeri,4,Mülk Sahibi Oturuyor,Bilinmiyor,Yok,1,03 Ocak 2022,Konut,100,2+1,3. Kat,Doğalgaz,KREDIYE UYGUN,Hayır,Var,Genel Fiyat,535000,İstanbul,Avcılar,Denizköşkler Mahallesi,Avrupa Yakası,-0.161,457.981,25,3.0,0,40.9764683,28.7330024,3.610714330674675,3-5km
826,28 Ocak 2022,Satılık,200,5-10,4,Mülk Sahibi Oturuyor,Bilinmiyor,Yok,1,03 Ocak 2022,Konut,170,3+2,4. Kat,Doğalgaz,KREDIYE UYGUN,Hayır,Var,Genel Fiyat,1250000,İstanbul,Avcılar,Gümüşpala Mahallesi,Avrupa Yakası,-0.161,457.981,7,5.0,0,40.98106,28.7357032,3.234132513941089,3-5km
804,02 Şubat 2022,Satılık,130,21 Ve Üzeri,5,Boş,Yatırıma Uygun,Var,Var,01 Ocak 2022,Konut,120,3+1,Düz Giriş,Doğalgaz,KREDIYE UYGUN,Hayır,Var,Genel Fiyat,550000,İstanbul,Avcılar,Cihangir Mahallesi,Avrupa Yakası,-0.161,457.981,25,4.0,0,40.9873293,28.7097252,5.307807745344781,5km+
789,01 Ocak 2022,Satılık,200,4,4,Kiracı Oturuyor,Bilinmiyor,Yok,2,31 Aralık 2021,Konut,175,4+1,Yüksek Giriş,Doğalgaz,KREDIYE UYGUN,Hayır,Var,Genel Fiyat,1050000,İstanbul,Avcılar,Denizköşkler Mahallesi,Avrupa Yakası,-0.161,457.981,4,5.0,0,40.9764683,28.7330024,3.610714330674675,3-5km
784,14 Ocak 2022,Satılık,130,1,5,Boş,Bilinmiyor,Yok,2,31 Aralık 2021,Konut,115,2+1,1. Kat,Doğalgaz,KREDIYE UYGUN,Hayır,Var,Genel Fiyat,575000,İstanbul,Avcılar,Mustafa Kemal Paşa Mahallesi,Avrupa Yakası,-0.161,457.981,1,3.0,0,41.0017915,28.7060425,5.369016192617711,5km+
754,30 Aralık 2021,Satılık,360,4,4,Mülk Sahibi Oturuyor,Bilinmiyor,Var,2,30 Aralık 2021,Konut,300,6+2,4. Kat,Doğalgaz,KREDIYE UYGUN,Hayır,Var,Genel Fiyat,2000000,İstanbul,Avcılar,Cihangir Mahallesi,Avrupa Yakası,-0.161,457.981,4,8.0,0,40.9873293,28.7097252,5.307807745344781,5km+
750,31 Aralık 2021,Satılık,105,21 Ve Üzeri,5,Mülk Sahibi Oturuyor,Bilinmiyor,Yok,1,30 Aralık 2021,Konut,95,2+1,1. Kat,Doğalgaz,KREDIYE UYGUN,Hayır,Var,Genel Fiyat,650000,İstanbul,Avcılar,Üniversite Mahallesi,Avrupa Yakası,-0.161,457.981,25,3.0,0,40.9887898,28.721652,4.305119856779539,3-5km
763,10 Ocak 2022,Satılık,230,0 (Yeni),5,Boş,Hayır,Var,2,30 Aralık 2021,Konut,210,6+2,Çatı Dubleks,Doğalgaz,KREDIYE UYGUN,Hayır,Var,Genel Fiyat,1550000,İstanbul,Avcılar,Gümüşpala Mahallesi,Avrupa Yakası,-0.161,457.981,0,8.0,0,40.98106,28.7357032,3.234132513941089,3-5km
743,14 Ocak 2022,Satılık,195,0 (Yeni),5,Boş,Bilinmiyor,Yok,2,29 Aralık 2021,Konut,185,4+2,5. Kat,Doğalgaz,KREDIYE UYGUN,Hayır,Var,Genel Fiyat,985000,İstanbul,Avcılar,Merkez Mahallesi,Avrupa Yakası,-0.161,457.981,0,6.0,0,40.9818362,28.7223189,4.3138483875800855,3-5km
742,14 Ocak 2022,Satılık,150,0 (Yeni),9,Boş,Bilinmiyor,Yok,1,29 Aralık 2021,Konut,140,3+1,6. Kat,Doğalgaz,KREDIYE UYGUN,Hayır,Var,Genel Fiyat,700000,İstanbul,Avcılar,Tahtakale Mahallesi,Avrupa Yakası,-0.161,457.981,0,4.0,0,41.0585293,28.728009,4.029001111238199,3-5km
736,31 Ocak 2022,Satılık,124,4,12,Boş,Bilinmiyor,Yok,1,29 Aralık 2021,Konut,115,2+1,10. Kat,Doğalgaz,Krediye Uygun Değil,Hayır,Var,Genel Fiyat,1600000,İstanbul,Avcılar,Mustafa Kemal Paşa Mahallesi,Avrupa Yakası,-0.161,457.981,4,3.0,0,41.0017915,28.7060425,5.369016192617711,5km+
677,27 Aralık 2021,Satılık,90,0 (Yeni),5,Boş,Bilinmiyor,Yok,1,27 Aralık 2021,Konut,80,1+1,2. Kat,Doğalgaz,KREDIYE UYGUN,Hayır,Var,Genel Fiyat,315000,İstanbul,Avcılar,Mustafa Kemal Paşa Mahallesi,Avrupa Yakası,-0.161,457.981,0,2.0,1,41.0017915,28.7060425,5.369016192617711,5km+
676,14 Ocak 2022,Satılık,145,1,5,Boş,Bilinmiyor,Yok,2,27 Aralık 2021,Konut,140,3+1,Kot 1 (-1). Kat,Doğalgaz,KREDIYE UYGUN,Hayır,Var,Genel Fiyat,425000,İstanbul,Avcılar,Mustafa Kemal Paşa Mahallesi,Avrupa Yakası,-0.161,457.981,1,4.0,0,41.0017915,28.7060425,5.369016192617711,5km+
629,27 Aralık 2021,Satılık,901,11-15,4,Boş,Bilinmiyor,Yok,Yok,26 Aralık 2021,Konut,900,8+ Oda,Düz Giriş,Doğalgaz,Krediye Uygun Değil,Hayır,Var,Genel Fiyat,3000000,İstanbul,Avcılar,Ambarlı Mahallesi,Avrupa Yakası,-0.161,457.981,13,,0,40.9737318,28.7141652,5.200923755099389,5km+
670,27 Aralık 2021,Satılık,175,21 Ve Üzeri,5,Mülk Sahibi Oturuyor,Bilinmiyor,Yok,1,27 Aralık 2021,Konut,163,3+1,5. Kat,Doğalgaz,KREDIYE UYGUN,Hayır,Var,Genel Fiyat,1485000,İstanbul,Avcılar,Ambarlı Mahallesi,Avrupa Yakası,-0.161,457.981,25,4.0,0,40.9737318,28.7141652,5.200923755099389,5km+
660,27 Aralık 2021,Satılık,300,21 Ve Üzeri,4,Mülk Sahibi Oturuyor,Hayır,Var,2,27 Aralık 2021,Konut,280,5+2,4. Kat,Doğalgaz,Bilinmiyor,Hayır,Var,Genel Fiyat,4000000,İstanbul,Avcılar,Tahtakale Mahallesi,Avrupa Yakası,-0.161,457.981,25,7.0,0,41.0585293,28.728009,4.029001111238199,3-5km
653,27 Aralık 2021,Satılık,116,5-10,14,Mülk Sahibi Oturuyor,Bilinmiyor,Yok,2,27 Aralık 2021,Konut,90,2+1,12. Kat,Doğalgaz,KREDIYE UYGUN,Hayır,Var,Genel Fiyat,1785000,İstanbul,Avcılar,Cihangir Mahallesi,Avrupa Yakası,-0.161,457.981,7,3.0,0,40.9873293,28.7097252,5.307807745344781,5km+
654,27 Aralık 2021,Satılık,62,0 (Yeni),12,Boş,Bilinmiyor,Yok,1,27 Aralık 2021,Konut,45,1+1,10. Kat,Doğalgaz,Krediye Uygun Değil,Hayır,Var,Genel Fiyat,1200000,İstanbul,Avcılar,Tahtakale Mahallesi,Avrupa Yakası,-0.161,457.981,0,2.0,0,41.0585293,28.728009,4.029001111238199,3-5km
636,26 Aralık 2021,Satılık,174,0 (Yeni),14,Boş,Bilinmiyor,Yok,2,26 Aralık 2021,Konut,136,3+1,9. Kat,Doğalgaz,KREDIYE UYGUN,Hayır,Var,Genel Fiyat,3000000,İstanbul,Avcılar,Tahtakale Mahallesi,Avrupa Yakası,-0.161,457.981,0,4.0,0,41.0585293,28.728009,4.029001111238199,3-5km
637,27 Ocak 2022,Satılık,135,0 (Yeni),15,Boş,Bilinmiyor,Yok,2,26 Aralık 2021,Konut,105,2+1,8. Kat,Doğalgaz,KREDIYE UYGUN,Hayır,Var,Genel Fiyat,2400000,İstanbul,Avcılar,Cihangir Mahallesi,Avrupa Yakası,-0.161,457.981,0,3.0,0,40.9873293,28.7097252,5.307807745344781,5km+
665,01 Şubat 2022,Satılık,182,0 (Yeni),5,Boş,Bilinmiyor,Yok,2,27 Aralık 2021,Konut,172,2+2,5. Kat,Doğalgaz,KREDIYE UYGUN,Hayır,Var,Genel Fiyat,725000,İstanbul,Avcılar,Üniversite Mahallesi,Avrupa Yakası,-0.161,457.981,0,4.0,0,40.9887898,28.721652,4.305119856779539,3-5km
595,25 Aralık 2021,Satılık,280,4,4,Boş,Bilinmiyor,Yok,3,25 Aralık 2021,Konut,250,3+1,4. Kat,Doğalgaz,KREDIYE UYGUN,Hayır,Var,Genel Fiyat,1500000,İstanbul,Avcılar,Denizköşkler Mahallesi,Avrupa Yakası,-0.161,457.981,4,4.0,0,40.9764683,28.7330024,3.610714330674675,3-5km
