İlan_Numarası,İlan_Güncelleme_Tarihi,Kategorisi,Brüt_Metrekare,Binanın_Yaşı,Binanın_Kat_Sayısı,Kullanım_Durumu,Yatırıma_Uygunluk,Eşya_Durumu,Banyo_Sayısı,İlan_Oluşturma_Tarihi,Türü,Net_Metrekare,Oda_Sayısı,Bulunduğu_Kat,Isıtma_Tipi,Krediye_Uygunluk,Site_İçerisinde,Takas,Fiyat_Durumu,Fiyatı,İl,İlçe,Mahalle,yaka,Yaşam_endeksi,Nüfus,Bina_Yasi_Sayi,Oda_Sayi_Num,Aykiri_Fiyat,mahalle_lat,mahalle_lon,rayli_mesafe_km,mesafe_band
1842,26 Ocak 2022,Satılık,90,3,9,Boş,Bilinmiyor,Yok,1,25 Ocak 2022,Konut,75,2+1,2. Kat,Doğalgaz,KREDIYE UYGUN,Hayır,Var,Genel Fiyat,2690000,İstanbul,Kadıköy,Eğitim Mahallesi,Anadolu Yakası,0.886,485.233,3,3.0,0,40.9890334,29.0490887,0.9841238520475983,500m-1km
1830,26 Ocak 2022,Satılık,110,0 (Yeni),10,Boş,Bilinmiyor,Yok,1,25 Ocak 2022,Konut,85,3+1,2. Kat,Doğalgaz,KREDIYE UYGUN,Hayır,Var,Genel Fiyat,3050000,İstanbul,Kadıköy,Fenerbahçe Mahallesi,Anadolu Yakası,0.886,485.233,0,4.0,0,40.9696064,29.0375737,1.3939675078511418,1-2km
1828,26 Ocak 2022,Satılık,130,4,7,Boş,Bilinmiyor,Yok,2,25 Ocak 2022,Konut,90,3+1,Düz Giriş,Doğalgaz,KREDIYE UYGUN,Hayır,Var,Genel Fiyat,3950000,İstanbul,Kadıköy,Suadiye Mahallesi,Anadolu Yakası,0.886,485.233,4,4.0,0,40.9605061,29.0844231,0.0034512993028827294,0-500m
1823,26 Ocak 2022,Satılık,350,0 (Yeni),12,Boş,Bilinmiyor,Yok,3,25 Ocak 2022,Konut,320,5+2,12. Kat,Doğalgaz,Krediye Uygun Değil,Hayır,Var,Genel Fiyat,23500000,İstanbul,Kadıköy,Feneryolu Mahallesi,Anadolu Yakası,0.886,485.233,0,7.0,0,40.9788502,29.0487327,0.028797819965465293,0-500m
1813,26 Ocak 2022,Satılık,120,0 (Yeni),7,Boş,Bilinmiyor,Yok,2,25 Ocak 2022,Konut,95,3+1,1. Kat,Doğalgaz,KREDIYE UYGUN,Hayır,Var,Genel Fiyat,3800000,İstanbul,Kadıköy,Zühtüpaşa Mahallesi,Anadolu Yakası,0.886,485.233,0,4.0,0,40.98771,29.0397924,0.3987593420219164,0-500m
1812,26 Ocak 2022,Satılık,180,0 (Yeni),10,Kiracı Oturuyor,Bilinmiyor,Yok,2,25 Ocak 2022,Konut,150,4+1,9. Kat,Yerden Isıtma,KREDIYE UYGUN,Hayır,Var,Genel Fiyat,10400000,İstanbul,Kadıköy,Feneryolu Mahallesi,Anadolu Yakası,0.886,485.233,0,5.0,0,40.9788502,29.0487327,0.028797819965465293,0-500m
1798,26 Ocak 2022,Satılık,240,21 Ve Üzeri,7,Boş,Bilinmiyor,Yok,2,25 Ocak 2022,Konut,195,4+1,3. Kat,Doğalgaz,KREDIYE UYGUN,Hayır,Var,Genel Fiyat,5295000,İstanbul,Kadıköy,Zühtüpaşa Mahallesi,Anadolu Yakası,0.886,485.233,25,5.0,0,40.98771,29.0397924,0.3987593420219164,0-500m
1847,26 Ocak 2022,Satılık,115,5-10,8,Kiracı Oturuyor,Bilinmiyor,Yok,2,25 Ocak 2022,Konut,90,2+1,6. Kat,Doğalgaz,KREDIYE UYGUN,Hayır,Var,Genel Fiyat,3250000,İstanbul,Kadıköy,Bostancı Mahallesi,Anadolu Yakası,0.886,485.233,7,3.0,0,40.9539323,29.094902,0.019750809725267878,0-500m
1840,26 Ocak 2022,Satılık,140,21 Ve Üzeri,8,Boş,Bilinmiyor,Yok,1,25 Ocak 2022,Konut,115,3+1,2. Kat,Doğalgaz,Krediye Uygun Değil,Hayır,Var,Genel Fiyat,2290000,İstanbul,Kadıköy,Suadiye Mahallesi,Anadolu Yakası,0.886,485.233,25,4.0,0,40.9605061,29.0844231,0.0034512993028827294,0-500m
1844,26 Ocak 2022,Satılık,180,21 Ve Üzeri,6,Mülk Sahibi Oturuyor,Bilinmiyor,Yok,2,25 Ocak 2022,Konut,155,4+1,4. Kat,Doğalgaz,Krediye Uygun Değil,Hayır,Var,Genel Fiyat,6600000,İstanbul,Kadıköy,Caddebostan Mahallesi,Anadolu Yakası,0.886,485.233,25,5.0,0,40.9670186,29.0629255,1.2377622282798488,1-2km
1699,24 Ocak 2022,Satılık,145,11-15,6,Boş,Hayır,Yok,2,24 Ocak 2022,Konut,110,3+1,Yüksek Giriş,Doğalgaz,KREDIYE UYGUN,Hayır,Var,Birim Fiyat,4375000,İstanbul,Kadıköy,Caferağa Mahallesi,Anadolu Yakası,0.886,485.233,13,4.0,0,40.9850403,29.0248102,0.643011883968165,500m-1km
1698,27 Ocak 2022,Satılık,125,21 Ve Üzeri,4,Mülk Sahibi Oturuyor,Bilinmiyor,Yok,1,24 Ocak 2022,Konut,100,3+1,3. Kat,Doğalgaz,KREDIYE UYGUN,Hayır,Var,Genel Fiyat,1590000,İstanbul,Kadıköy,Feneryolu Mahallesi,Anadolu Yakası,0.886,485.233,25,4.0,0,40.9788502,29.0487327,0.028797819965465293,0-500m
1732,24 Ocak 2022,Satılık,135,3,13,Mülk Sahibi Oturuyor,Bilinmiyor,Yok,2,24 Ocak 2022,Konut,105,3+1,7. Kat,Doğalgaz,KREDIYE UYGUN,Hayır,Var,Genel Fiyat,4650000,İstanbul,Kadıköy,Erenköy Mahallesi,Anadolu Yakası,0.886,485.233,3,4.0,0,40.9716791,29.0763662,0.031306350540762876,0-500m
1846,31 Ocak 2022,Satılık,270,4,12,Mülk Sahibi Oturuyor,Bilinmiyor,Yok,3,25 Ocak 2022,Konut,210,3+1,11. Kat,Doğalgaz,KREDIYE UYGUN,Hayır,Var,Genel Fiyat,27500000,İstanbul,Kadıköy,Erenköy Mahallesi,Anadolu Yakası,0.886,485.233,4,4.0,0,40.9716791,29.0763662,0.031306350540762876,0-500m
1858,01 Şubat 2022,Satılık,190,4,25,Boş,Hayır,Yok,2,25 Ocak 2022,Konut,135,3+1,7. Kat,Doğalgaz,KREDIYE UYGUN,Hayır,Var,Birim Fiyat,8950000,İstanbul,Kadıköy,Erenköy Mahallesi,Anadolu Yakası,0.886,485.233,4,4.0,0,40.9716791,29.0763662,0.031306350540762876,0-500m
1856,01 Şubat 2022,Satılık,225,4,25,Boş,Hayır,Yok,2,25 Ocak 2022,Konut,165,4+1,10-20. Kat,Doğalgaz,KREDIYE UYGUN,Hayır,Var,Birim Fiyat,15400000,İstanbul,Kadıköy,Bostancı Mahallesi,Anadolu Yakası,0.886,485.233,4,5.0,0,40.9539323,29.094902,0.019750809725267878,0-500m
1756,05 Şubat 2022,Satılık,165,16-20,12,Boş,Bilinmiyor,Yok,2,25 Ocak 2022,Konut,150,3+1,10. Kat,Doğalgaz,KREDIYE UYGUN,Hayır,Var,Genel Fiyat,3395000,İstanbul,Kadıköy,Merdivenköy Mahallesi,Anadolu Yakası,0.886,485.233,18,4.0,0,40.9877529,29.0676991,0.7444656836343411,500m-1km
1708,07 Şubat 2022,Satılık,130,2,13,Boş,Bilinmiyor,Yok,2,24 Ocak 2022,Konut,110,3+1,1. Kat,Doğalgaz,KREDIYE UYGUN,Hayır,Var,Genel Fiyat,3140000,İstanbul,Kadıköy,Erenköy Mahallesi,Anadolu Yakası,0.886,485.233,2,4.0,0,40.9716791,29.0763662,0.031306350540762876,0-500m
1707,07 Şubat 2022,Satılık,110,21 Ve Üzeri,3,Boş,Bilinmiyor,Yok,1,24 Ocak 2022,Konut,85,2+1,Yüksek Giriş,Doğalgaz,KREDIYE UYGUN,Hayır,Var,Genel Fiyat,2665000,İstanbul,Kadıköy,Fenerbahçe Mahallesi,Anadolu Yakası,0.886,485.233,25,3.0,0,40.9696064,29.0375737,1.3939675078511418,1-2km
1706,07 Şubat 2022,Satılık,120,5-10,8,Boş,Bilinmiyor,Yok,1,24 Ocak 2022,Konut,105,3+1,Yüksek Giriş,Doğalgaz,KREDIYE UYGUN,Hayır,Var,Genel Fiyat,3950000,İstanbul,Kadıköy,Suadiye Mahallesi,Anadolu Yakası,0.886,485.233,7,4.0,0,40.9605061,29.0844231,0.0034512993028827294,0-500m
1704,07 Şubat 2022,Satılık,115,5-10,7,Boş,Bilinmiyor,Yok,1,24 Ocak 2022,Konut,84,2+1,4. Kat,Doğalgaz,KREDIYE UYGUN,Hayır,Var,Genel Fiyat,3595000,İstanbul,Kadıköy,Feneryolu Mahallesi,Anadolu Yakası,0.886,485.233,7,3.0,0,40.9788502,29.0487327,0.028797819965465293,0-500m
1703,07 Şubat 2022,Satılık,170,21 Ve Üzeri,10,Boş,Bilinmiyor,Yok,2,24 Ocak 2022,Konut,130,3+1,2. Kat,Doğalgaz,KREDIYE UYGUN,Hayır,Var,Genel Fiyat,3595000,İstanbul,Kadıköy,Suadiye Mahallesi,Anadolu Yakası,0.886,485.233,25,4.0,0,40.9605061,29.0844231,0.0034512993028827294,0-500m
1701,07 Şubat 2022,Satılık,125,21 Ve Üzeri,7,Boş,Bilinmiyor,Yok,2,24 Ocak 2022,Konut,100,3+1,1. Kat,Doğalgaz,Krediye Uygun Değil,Hayır,Var,Genel Fiyat,2995000,İstanbul,Kadıköy,Kozyatağı Mahallesi,Anadolu Yakası,0.886,485.233,25,4.0,0,40.97539,29.0996756,0.018682965776645296,0-500m
1702,07 Şubat 2022,Satılık,130,5-10,11,Boş,Bilinmiyor,Yok,2,24 Ocak 2022,Konut,110,3+1,1. Kat,Doğalgaz,KREDIYE UYGUN,Hayır,Var,Genel Fiyat,3395000,İstanbul,Kadıköy,Bostancı Mahallesi,Anadolu Yakası,0.886,485.233,7,4.0,0,40.9539323,29.094902,0.019750809725267878,0-500m
1761,09 Şubat 2022,Satılık,200,5-10,3,Kiracı Oturuyor,Bilinmiyor,Yok,2,25 Ocak 2022,Konut,165,4+1,3. Kat,Doğalgaz,KREDIYE UYGUN,Hayır,Var,Genel Fiyat,3850000,İstanbul,Kadıköy,Bostancı Mahallesi,Anadolu Yakası,0.886,485.233,7,5.0,0,40.9539323,29.094902,0.019750809725267878,0-500m
1760,09 Şubat 2022,Satılık,125,3,11,Boş,Bilinmiyor,Yok,2,25 Ocak 2022,Konut,100,3+1,7. Kat,Doğalgaz,KREDIYE UYGUN,Hayır,Var,Genel Fiyat,3595000,İstanbul,Kadıköy,Suadiye Mahallesi,Anadolu Yakası,0.886,485.233,3,4.0,0,40.9605061,29.0844231,0.0034512993028827294,0-500m
1757,09 Şubat 2022,Satılık,110,21 Ve Üzeri,3,Boş,Bilinmiyor,Yok,1,25 Ocak 2022,Konut,90,2+1,2. Kat,Doğalgaz,KREDIYE UYGUN,Hayır,Var,Genel Fiyat,1865000,İstanbul,Kadıköy,Bostancı Mahallesi,Anadolu Yakası,0.886,485.233,25,3.0,0,40.9539323,29.094902,0.019750809725267878,0-500m
1755,09 Şubat 2022,Satılık,160,0 (Yeni),14,Boş,Bilinmiyor,Yok,2,25 Ocak 2022,Konut,135,3+1,10. Kat,Yerden Isıtma,KREDIYE UYGUN,Hayır,Var,Genel Fiyat,4750000,İstanbul,Kadıköy,Fenerbahçe Mahallesi,Anadolu Yakası,0.886,485.233,0,4.0,0,40.9696064,29.0375737,1.3939675078511418,1-2km
1671,24 Ocak 2022,Satılık,150,5-10,18,Boş,Bilinmiyor,Yok,2,24 Ocak 2022,Konut,120,3+1,4. Kat,Doğalgaz,KREDIYE UYGUN,Hayır,Var,Genel Fiyat,7950000,İstanbul,Kadıköy,Feneryolu Mahallesi,Anadolu Yakası,0.886,485.233,7,4.0,0,40.9788502,29.0487327,0.028797819965465293,0-500m
1670,24 Ocak 2022,Satılık,240,0 (Yeni),15,Boş,Bilinmiyor,Yok,3,24 Ocak 2022,Konut,190,4+2,14. Kat,Doğalgaz,KREDIYE UYGUN,Hayır,Var,Genel Fiyat,7560000,İstanbul,Kadıköy,Sahrayı Cedit Mahallesi,Anadolu Yakası,0.886,485.233,0,6.0,0,,,,
1659,27 Ocak 2022,Satılık,125,16-20,3,Kiracı Oturuyor,Bilinmiyor,Yok,1,23 Ocak 2022,Konut,105,2.5+1,3. Kat,Doğalgaz,KREDIYE UYGUN,Hayır,Var,Genel Fiyat,2150000,İstanbul,Kadıköy,Suadiye Mahallesi,Anadolu Yakası,0.886,485.233,18,,0,40.9605061,29.0844231,0.0034512993028827294,0-500m
1692,24 Ocak 2022,Satılık,100,21 Ve Üzeri,4,Boş,Bilinmiyor,Yok,2,24 Ocak 2022,Konut,90,2+1,2. Kat,Doğalgaz,KREDIYE UYGUN,Hayır,Var,Genel Fiyat,1795000,İstanbul,Kadıköy,Caddebostan Mahallesi,Anadolu Yakası,0.886,485.233,25,3.0,0,40.9670186,29.0629255,1.2377622282798488,1-2km
1654,23 Ocak 2022,Satılık,245,3,10,Boş,Bilinmiyor,Yok,3,23 Ocak 2022,Konut,200,4+2,10. Kat,Doğalgaz,KREDIYE UYGUN,Hayır,Var,Genel Fiyat,13000000,İstanbul,Kadıköy,Fenerbahçe Mahallesi,Anadolu Yakası,0.886,485.233,3,6.0,0,40.9696064,29.0375737,1.3939675078511418,1-2km
1683,01 Şubat 2022,Satılık,160,21 Ve Üzeri,10,Kiracı Oturuyor,Hayır,Yok,2,24 Ocak 2022,Konut,120,3+1,6. Kat,Doğalgaz,KREDIYE UYGUN,Hayır,Var,Birim Fiyat,4785000,İstanbul,Kadıköy,Fenerbahçe Mahallesi,Anadolu Yakası,0.886,485.233,25,4.0,0,40.9696064,29.0375737,1.3939675078511418,1-2km
1677,01 Şubat 2022,Satılık,140,2,15,Kiracı Oturuyor,Hayır,Yok,1,24 Ocak 2022,Konut,109,3+1,9. Kat,Doğalgaz,KREDIYE UYGUN,Hayır,Var,Birim Fiyat,6500000,İstanbul,Kadıköy,Suadiye Mahallesi,Anadolu Yakası,0.886,485.233,2,4.0,0,40.9605061,29.0844231,0.0034512993028827294,0-500m
1693,09 Şubat 2022,Satılık,145,11-15,7,Boş,Bilinmiyor,Yok,2,24 Ocak 2022,Konut,110,3+1,Düz Giriş,Doğalgaz,KREDIYE UYGUN,Hayır,Var,Genel Fiyat,4375000,İstanbul,Kadıköy,Suadiye Mahallesi,Anadolu Yakası,0.886,485.233,13,4.0,0,40.9605061,29.0844231,0.0034512993028827294,0-500m
1694,09 Şubat 2022,Satılık,260,4,14,Boş,Bilinmiyor,Yok,3,24 Ocak 2022,Konut,210,4+2,14. Kat,Doğalgaz,KREDIYE UYGUN,Hayır,Var,Genel Fiyat,6500000,İstanbul,Kadıköy,Suadiye Mahallesi,Anadolu Yakası,0.886,485.233,4,6.0,0,40.9605061,29.0844231,0.0034512993028827294,0-500m
1638,23 Ocak 2022,Satılık,235,2,16,Boş,Bilinmiyor,Yok,3,23 Ocak 2022,Konut,180,4+2,16. Kat,Yerden Isıtma,KREDIYE UYGUN,Hayır,Var,Genel Fiyat,6950000,İstanbul,Kadıköy,Suadiye Mahallesi,Anadolu Yakası,0.886,485.233,2,6.0,0,40.9605061,29.0844231,0.0034512993028827294,0-500m
1640,23 Ocak 2022,Satılık,150,4,12,Boş,Bilinmiyor,Yok,1,23 Ocak 2022,Konut,120,3+1,5. Kat,Doğalgaz,KREDIYE UYGUN,Hayır,Var,Genel Fiyat,5950000,İstanbul,Kadıköy,Fenerbahçe Mahallesi,Anadolu Yakası,0.886,485.233,4,4.0,0,40.9696064,29.0375737,1.3939675078511418,1-2km
1639,23 Ocak 2022,Satılık,185,21 Ve Üzeri,4,Boş,Bilinmiyor,Yok,2,23 Ocak 2022,Konut,150,4+1,4. Kat,Doğalgaz,KREDIYE UYGUN,Hayır,Var,Genel Fiyat,5950000,İstanbul,Kadıköy,Feneryolu Mahallesi,Anadolu Yakası,0.886,485.233,25,5.0,0,40.9788502,29.0487327,0.028797819965465293,0-500m
1570,21 Ocak 2022,Satılık,138,0 (Yeni),9,Boş,Hayır,Yok,2,21 Ocak 2022,Konut,113,3+1,8. Kat,Doğalgaz,KREDIYE UYGUN,Hayır,Var,Birim Fiyat,10400000,İstanbul,Kadıköy,Feneryolu Mahallesi,Anadolu Yakası,0.886,485.233,0,4.0,0,40.9788502,29.0487327,0.028797819965465293,0-500m
1569,21 Ocak 2022,Satılık,150,21 Ve Üzeri,9,Boş,Bilinmiyor,Yok,1,21 Ocak 2022,Konut,115,3+1,5. Kat,Doğalgaz,Krediye Uygun Değil,Hayır,Var,Genel Fiyat,3250000,İstanbul,Kadıköy,Acıbadem Mahallesi,Anadolu Yakası,0.886,485.233,25,4.0,0,41.0023323,29.0444009,0.01600599289390165,0-500m
1616,22 Ocak 2022,Satılık,228,5-10,4,Kiracı Oturuyor,Bilinmiyor,Yok,3,22 Ocak 2022,Konut,190,4+2,4. Kat,Doğalgaz,KREDIYE UYGUN,Hayır,Var,Genel Fiyat,10925000,İstanbul,Kadıköy,Erenköy Mahallesi,Anadolu Yakası,0.886,485.233,7,6.0,0,40.9716791,29.0763662,0.031306350540762876,0-500m
1571,21 Ocak 2022,Satılık,140,5-10,10,Boş,Hayır,Yok,1,21 Ocak 2022,Konut,100,2+1,2. Kat,Doğalgaz,KREDIYE UYGUN,Hayır,Var,Birim Fiyat,4795000,İstanbul,Kadıköy,Sahrayı Cedit Mahallesi,Anadolu Yakası,0.886,485.233,7,3.0,0,,,,
1583,21 Ocak 2022,Satılık,155,0 (Yeni),11,Boş,Bilinmiyor,Yok,2,21 Ocak 2022,Konut,120,3+1,10. Kat,Doğalgaz,KREDIYE UYGUN,Hayır,Var,Genel Fiyat,7950000,İstanbul,Kadıköy,19 Mayıs Mahallesi,Anadolu Yakası,0.886,485.233,0,4.0,0,40.977008,29.0894372,0.8622099301606357,500m-1km
1624,07 Şubat 2022,Satılık,200,0 (Yeni),14,Boş,Bilinmiyor,Yok,2,22 Ocak 2022,Konut,150,4+1,14. Kat,Doğalgaz,KREDIYE UYGUN,Hayır,Var,Genel Fiyat,12950000,İstanbul,Kadıköy,Caddebostan Mahallesi,Anadolu Yakası,0.886,485.233,0,5.0,0,40.9670186,29.0629255,1.2377622282798488,1-2km
1623,07 Şubat 2022,Satılık,140,0 (Yeni),11,Boş,Bilinmiyor,Yok,2,22 Ocak 2022,Konut,110,3+1,9. Kat,Doğalgaz,KREDIYE UYGUN,Hayır,Var,Genel Fiyat,7595000,İstanbul,Kadıköy,Göztepe Mahallesi,Anadolu Yakası,0.886,485.233,0,4.0,0,40.979211,29.0626291,0.00779771520388436,0-500m
1622,07 Şubat 2022,Satılık,145,5-10,16,Boş,Bilinmiyor,Yok,2,22 Ocak 2022,Konut,115,3+1,1. Kat,Doğalgaz,KREDIYE UYGUN,Hayır,Var,Genel Fiyat,5500000,İstanbul,Kadıköy,Feneryolu Mahallesi,Anadolu Yakası,0.886,485.233,7,4.0,0,40.9788502,29.0487327,0.028797819965465293,0-500m
1621,07 Şubat 2022,Satılık,200,21 Ve Üzeri,7,Boş,Bilinmiyor,Yok,3,22 Ocak 2022,Konut,180,3+1,3. Kat,Doğalgaz,KREDIYE UYGUN,Hayır,Var,Genel Fiyat,4995000,İstanbul,Kadıköy,Bostancı Mahallesi,Anadolu Yakası,0.886,485.233,25,4.0,0,40.9539323,29.094902,0.019750809725267878,0-500m
1620,07 Şubat 2022,Satılık,160,21 Ve Üzeri,8,Boş,Bilinmiyor,Yok,2,22 Ocak 2022,Konut,133,3+1,7. Kat,Doğalgaz,KREDIYE UYGUN,Hayır,Var,Genel Fiyat,4650000,İstanbul,Kadıköy,Fenerbahçe Mahallesi,Anadolu Yakası,0.886,485.233,25,4.0,0,40.9696064,29.0375737,1.3939675078511418,1-2km
1619,07 Şubat 2022,Satılık,150,3,14,Boş,Bilinmiyor,Yok,2,22 Ocak 2022,Konut,120,3+1,4. Kat,Doğalgaz,KREDIYE UYGUN,Hayır,Var,Genel Fiyat,7950000,İstanbul,Kadıköy,Caddebostan Mahallesi,Anadolu Yakası,0.886,485.233,3,4.0,0,40.9670186,29.0629255,1.2377622282798488,1-2km
1618,07 Şubat 2022,Satılık,280,21 Ve Üzeri,7,Boş,Bilinmiyor,Yok,3,22 Ocak 2022,Konut,240,4+1,7. Kat,Doğalgaz,KREDIYE UYGUN,Hayır,Var,Genel Fiyat,6500000,İstanbul,Kadıköy,Göztepe Mahallesi,Anadolu Yakası,0.886,485.233,25,5.0,0,40.979211,29.0626291,0.00779771520388436,0-500m
1606,08 Şubat 2022,Satılık,140,4,11,Boş,Bilinmiyor,Yok,1,22 Ocak 2022,Konut,110,2+1,11. Kat,Yerden Isıtma,KREDIYE UYGUN,Hayır,Var,Genel Fiyat,4000000,İstanbul,Kadıköy,Fikirtepe Mahallesi,Anadolu Yakası,0.886,485.233,4,3.0,0,40.9932183,29.0516214,0.8857922822423414,500m-1km
1605,08 Şubat 2022,Satılık,250,3,24,Kiracı Oturuyor,Bilinmiyor,Yok,2,22 Ocak 2022,Konut,163,4+1,23. Kat,Doğalgaz,KREDIYE UYGUN,Hayır,Var,Genel Fiyat,5250000,İstanbul,Kadıköy,Fenerbahçe Mahallesi,Anadolu Yakası,0.886,485.233,3,5.0,0,40.9696064,29.0375737,1.3939675078511418,1-2km
1617,09 Şubat 2022,Satılık,150,0 (Yeni),4,Boş,Bilinmiyor,Yok,2,22 Ocak 2022,Konut,120,3+1,Yüksek Giriş,Doğalgaz,KREDIYE UYGUN,Hayır,Var,Genel Fiyat,4700000,İstanbul,Kadıköy,Erenköy Mahallesi,Anadolu Yakası,0.886,485.233,0,4.0,0,40.9716791,29.0763662,0.031306350540762876,0-500m
1538,21 Ocak 2022,Satılık,130,4,15,Mülk Sahibi Oturuyor,Hayır,Yok,2,21 Ocak 2022,Konut,90,3+1,1. Kat,Doğalgaz,KREDIYE UYGUN,Hayır,Var,Birim Fiyat,4500000,İstanbul,Kadıköy,Erenköy Mahallesi,Anadolu Yakası,0.886,485.233,4,4.0,0,40.9716791,29.0763662,0.031306350540762876,0-500m
1539,21 Ocak 2022,Satılık,190,2,9,Boş,Hayır,Yok,2,21 Ocak 2022,Konut,145,3+1,9. Kat,Doğalgaz,KREDIYE UYGUN,Hayır,Var,Birim Fiyat,4275000,İstanbul,Kadıköy,Göztepe Mahallesi,Anadolu Yakası,0.886,485.233,2,4.0,0,40.979211,29.0626291,0.00779771520388436,0-500m
1524,20 Ocak 2022,Satılık,230,5-10,15,Kiracı Oturuyor,Hayır,Yok,2,20 Ocak 2022,Konut,195,3+2,10-20. Kat,Doğalgaz,KREDIYE UYGUN,Hayır,Var,Birim Fiyat,6800000,İstanbul,Kadıköy,Göztepe Mahallesi,Anadolu Yakası,0.886,485.233,7,5.0,0,40.979211,29.0626291,0.00779771520388436,0-500m
1523,01 Şubat 2022,Satılık,145,2,15,Mülk Sahibi Oturuyor,Hayır,Yok,2,20 Ocak 2022,Konut,110,3+1,10-20. Kat,Doğalgaz,KREDIYE UYGUN,Hayır,Var,Birim Fiyat,6500000,İstanbul,Kadıköy,Eğitim Mahallesi,Anadolu Yakası,0.886,485.233,2,4.0,0,40.9890334,29.0490887,0.9841238520475983,500m-1km
1525,20 Ocak 2022,Satılık,72,4,23,Kiracı Oturuyor,Bilinmiyor,Yok,1,20 Ocak 2022,Konut,45,1+1,7. Kat,Doğalgaz,KREDIYE UYGUN,Hayır,Var,Genel Fiyat,1245000,İstanbul,Kadıköy,Suadiye Mahallesi,Anadolu Yakası,0.886,485.233,4,2.0,0,40.9605061,29.0844231,0.0034512993028827294,0-500m
1527,09 Şubat 2022,Satılık,205,3,10,Boş,Hayır,Var,2,20 Ocak 2022,Konut,160,4+2,10. Kat,Doğalgaz,KREDIYE UYGUN,Hayır,Var,Genel Fiyat,4895000,İstanbul,Kadıköy,Caddebostan Mahallesi,Anadolu Yakası,0.886,485.233,3,6.0,0,40.9670186,29.0629255,1.2377622282798488,1-2km
1518,20 Ocak 2022,Satılık,150,0 (Yeni),15,Boş,Hayır,Yok,2,20 Ocak 2022,Konut,120,3+1,10-20. Kat,Doğalgaz,KREDIYE UYGUN,Hayır,Var,Birim Fiyat,9500000,İstanbul,Kadıköy,Dumlupınar Mahallesi,Anadolu Yakası,0.886,485.233,0,4.0,0,40.9929709,29.0597416,0.5786303137047644,500m-1km
1520,20 Ocak 2022,Satılık,266,21 Ve Üzeri,9,Boş,Hayır,Yok,2,20 Ocak 2022,Konut,190,4+1,1. Kat,Doğalgaz,KREDIYE UYGUN,Hayır,Var,Birim Fiyat,4450000,İstanbul,Kadıköy,Fikirtepe Mahallesi,Anadolu Yakası,0.886,485.233,25,5.0,0,40.9932183,29.0516214,0.8857922822423414,500m-1km
1519,20 Ocak 2022,Satılık,83,0 (Yeni),24,Boş,Bilinmiyor,Yok,1,20 Ocak 2022,Konut,54,1+1,2. Kat,Doğalgaz,Krediye Uygun Değil,Hayır,Var,Genel Fiyat,1200000,İstanbul,Kadıköy,Erenköy Mahallesi,Anadolu Yakası,0.886,485.233,0,2.0,0,40.9716791,29.0763662,0.031306350540762876,0-500m
1513,19 Ocak 2022,Satılık,125,5-10,11,Boş,Bilinmiyor,Yok,2,19 Ocak 2022,Konut,95,3+1,1. Kat,Doğalgaz,Krediye Uygun Değil,Hayır,Var,Genel Fiyat,3975000,İstanbul,Kadıköy,Erenköy Mahallesi,Anadolu Yakası,0.886,485.233,7,4.0,0,40.9716791,29.0763662,0.031306350540762876,0-500m
1522,01 Şubat 2022,Satılık,155,21 Ve Üzeri,7,Mülk Sahibi Oturuyor,Hayır,Yok,2,20 Ocak 2022,Konut,122,3+1,6. Kat,Doğalgaz,KREDIYE UYGUN,Hayır,Var,Birim Fiyat,4300000,İstanbul,Kadıköy,Kozyatağı Mahallesi,Anadolu Yakası,0.886,485.233,25,4.0,0,40.97539,29.0996756,0.018682965776645296,0-500m
1468,18 Ocak 2022,Satılık,210,3,15,Boş,Hayır,Yok,3,18 Ocak 2022,Konut,180,4+2,10-20. Kat,Doğalgaz,KREDIYE UYGUN,Hayır,Var,Birim Fiyat,6050000,İstanbul,Kadıköy,Erenköy Mahallesi,Anadolu Yakası,0.886,485.233,3,6.0,0,40.9716791,29.0763662,0.031306350540762876,0-500m
1467,18 Ocak 2022,Satılık,200,4,15,Kiracı Oturuyor,Hayır,Yok,2,18 Ocak 2022,Konut,145,4+1,10. Kat,Doğalgaz,KREDIYE UYGUN,Hayır,Var,Birim Fiyat,5850000,İstanbul,Kadıköy,Erenköy Mahallesi,Anadolu Yakası,0.886,485.233,4,5.0,0,40.9716791,29.0763662,0.031306350540762876,0-500m
1491,19 Ocak 2022,Satılık,145,3,10,Boş,Hayır,Yok,2,19 Ocak 2022,Konut,105,3+1,7. Kat,Doğalgaz,KREDIYE UYGUN,Hayır,Var,Birim Fiyat,3695000,İstanbul,Kadıköy,Feneryolu Mahallesi,Anadolu Yakası,0.886,485.233,3,4.0,0,40.9788502,29.0487327,0.028797819965465293,0-500m
1490,19 Ocak 2022,Satılık,90,3,9,Boş,Hayır,Yok,1,19 Ocak 2022,Konut,75,2+1,2. Kat,Doğalgaz,KREDIYE UYGUN,Hayır,Var,Birim Fiyat,2690000,İstanbul,Kadıköy,Göztepe Mahallesi,Anadolu Yakası,0.886,485.233,3,3.0,0,40.979211,29.0626291,0.00779771520388436,0-500m
